num_op,type_op,date_op,montant_op,libelle_op,id_tmm,num_co
692,Debit,2020-11-09 21:58:19,4432.115,Expanded maximized knowledge user,92,416
693,Credit,2021-03-30 14:54:33,1814.984,Stand-alone asymmetric pricing structure,19,355
694,Credit,2020-05-24 21:36:14,836.404,Networked system-worthy encoding,64,498
695,Credit,2021-02-21 04:41:41,342.198,Future-proofed 5th generation instruction set,100,526
696,Credit,2021-03-26 10:04:42,899.013,Synergized multi-state archive,11,464
697,Debit,2020-06-15 09:35:37,2381.735,Ameliorated even-keeled concept,57,511
698,Debit,2021-04-01 00:07:33,4331.793,Visionary encompassing matrix,46,312
699,Credit,2020-09-14 16:09:58,2849.819,Sharable foreground encoding,39,369
700,Debit,2021-04-07 11:50:52,3919.635,Cross-group client-driven architecture,55,389
701,Debit,2020-06-07 03:10:35,470.575,Up-sized global strategy,14,737
702,Credit,2020-09-12 15:24:50,1900.326,Multi-layered zero tolerance toolset,14,653
703,Debit,2020-06-02 11:36:56,1391.624,Persistent grid-enabled initiative,19,325
704,Debit,2020-05-09 05:25:41,4123.907,Automated impactful task-force,57,733
705,Credit,2021-02-03 19:53:31,3715.467,Customer-focused mobile encoding,91,714
706,Debit,2021-02-12 14:33:08,2044.114,Re-engineered optimizing ability,100,42
707,Debit,2020-11-25 17:15:01,735.271,Versatile bandwidth-monitored success,92,659
708,Debit,2021-02-14 22:39:05,1455.417,Programmable clear-thinking attitude,14,339
709,Credit,2021-04-05 12:27:38,4870.79,Networked asynchronous service-desk,97,92
710,Credit,2020-06-24 22:45:52,1134.383,Ergonomic leading edge projection,55,588
711,Credit,2020-10-24 19:48:29,2164.276,Digitized modular intranet,76,301
712,Credit,2020-08-20 22:26:27,1021.278,Universal foreground complexity,97,670
713,Credit,2020-08-26 12:33:02,4898.248,Diverse 6th generation infrastructure,93,526
714,Debit,2020-10-23 21:58:54,330.247,Implemented client-server project,19,332
715,Credit,2020-05-12 06:29:11,3058.816,Digitized intangible emulation,1,357
716,Debit,2020-10-24 05:54:28,3480.53,Networked real-time local area network,14,782
717,Debit,2020-06-28 10:18:15,774.78,Optional asymmetric approach,97,93
718,Debit,2020-05-15 09:35:30,4846.596,Diverse tangible orchestration,91,742
719,Debit,2020-07-15 08:02:47,1078.106,Reduced fault-tolerant process improvement,11,432
720,Debit,2020-12-01 19:40:47,1376.786,Vision-oriented demand-driven customer loyalty,93,457
721,Debit,2020-10-02 13:33:27,2020.784,Advanced dedicated success,100,549
722,Credit,2021-02-10 20:04:39,2328.388,User-centric grid-enabled array,64,367
723,Debit,2020-10-02 00:26:42,2549.682,Down-sized empowering productivity,3,65
724,Debit,2021-01-18 10:15:51,2461.982,Integrated value-added moratorium,100,548
725,Debit,2021-02-10 21:12:17,286.133,Virtual discrete productivity,57,718
726,Debit,2021-04-25 03:57:35,395.286,Secured national task-force,1,303
727,Credit,2020-10-26 22:30:20,2349.373,Team-oriented fresh-thinking matrix,93,682
728,Debit,2020-09-09 13:57:12,4926.641,Multi-lateral maximized system engine,3,483
729,Debit,2020-09-29 06:09:37,1415.828,Ergonomic radical process improvement,2,555
730,Credit,2021-02-06 07:57:31,2240.793,Multi-layered neutral concept,2,693
731,Credit,2020-08-16 16:08:02,7.571,Enhanced radical protocol,11,522
732,Credit,2020-09-10 18:30:48,821.955,Persistent asynchronous concept,100,660
733,Debit,2020-10-24 23:53:54,36.058,Stand-alone regional model,75,655
734,Debit,2021-02-10 08:50:26,1996.597,Intuitive heuristic encryption,46,667
735,Debit,2021-03-30 07:24:53,3911.062,Advanced 4th generation support,91,411
736,Debit,2020-10-06 14:44:41,4499.052,Customer-focused next generation system engine,2,750
737,Debit,2020-07-28 13:06:43,2518.373,User-centric executive workforce,64,302
738,Credit,2021-04-17 07:20:20,1344.253,Cross-group 3rd generation portal,19,705
739,Debit,2021-01-24 06:22:10,2655.331,Digitized multimedia standardization,46,396
740,Credit,2020-11-04 19:40:18,491.99,Exclusive 6th generation superstructure,76,635
741,Credit,2020-10-02 16:43:13,3407.244,Centralized intangible monitoring,57,568
742,Debit,2020-08-04 09:43:33,832.898,Implemented background secured line,11,437
743,Credit,2020-09-25 05:12:10,2418.856,Phased value-added middleware,76,652
744,Credit,2020-12-21 01:14:25,33.068,Re-contextualized analyzing open system,11,84
745,Credit,2020-10-13 18:44:35,1626.382,Public-key executive interface,11,355
746,Credit,2020-08-07 01:18:56,4752.128,Ameliorated zero tolerance paradigm,73,634
747,Debit,2021-01-13 00:05:29,900.855,Universal neutral matrix,46,84
748,Debit,2021-01-01 01:29:26,1251.566,Customizable background matrix,73,783
749,Credit,2020-09-29 13:34:00,2990.253,Assimilated real-time adapter,14,54
750,Debit,2020-10-17 03:30:57,1912.501,Re-engineered secondary policy,11,396
751,Credit,2021-01-21 18:43:51,3309.816,Multi-layered intermediate emulation,64,3
752,Debit,2020-10-30 02:58:45,2893.283,Persevering tangible local area network,11,42
753,Credit,2020-11-28 04:40:46,1918.962,Realigned dedicated info-mediaries,11,18
754,Credit,2021-03-18 09:43:04,1229.613,Public-key actuating analyzer,19,660
755,Credit,2021-02-17 21:28:12,4954.522,Quality-focused disintermediate structure,39,395
756,Debit,2021-01-31 10:16:54,3820.317,Diverse heuristic analyzer,39,631
757,Debit,2020-05-19 01:09:45,4485.833,Polarised multi-state access,2,305
758,Credit,2021-01-13 17:15:03,4707.671,Horizontal logistical initiative,39,328
759,Debit,2020-05-09 02:18:51,3950.323,Right-sized impactful application,1,40
760,Credit,2021-03-20 14:29:36,4994.564,Multi-layered empowering encoding,2,724
761,Credit,2021-05-07 22:06:56,4868.383,Secured foreground toolset,11,2
762,Debit,2020-10-09 03:41:10,204.717,Versatile methodical monitoring,1,312
763,Credit,2020-10-01 15:42:59,3944.226,Re-engineered zero tolerance website,64,88
764,Credit,2021-02-23 03:39:32,4189.2,Realigned coherent system engine,76,604
765,Debit,2020-12-04 02:38:51,591.999,Total dynamic moratorium,64,793
766,Debit,2021-02-20 03:16:21,2992.873,Organic systematic artificial intelligence,2,657
767,Credit,2021-03-19 23:15:58,2443.069,Face to face secondary help-desk,2,599
768,Debit,2020-06-26 09:06:54,1505.647,Virtual didactic capability,11,646
769,Debit,2021-02-04 04:54:40,655.036,Persistent object-oriented emulation,1,88
770,Debit,2020-07-29 04:27:45,4813.181,Profound system-worthy groupware,11,32
771,Debit,2020-11-21 04:51:27,3042.706,Fundamental heuristic hub,73,530
772,Credit,2020-11-11 17:15:04,341.757,Profit-focused reciprocal capacity,76,42
773,Debit,2020-08-28 13:30:27,3964.294,Expanded object-oriented conglomeration,76,517
774,Debit,2021-03-13 12:58:52,4528.56,Vision-oriented leading edge circuit,93,420
775,Debit,2020-09-28 23:22:12,1631.885,Persistent even-keeled circuit,93,68
776,Debit,2020-10-02 07:14:48,3623.909,Visionary eco-centric process improvement,76,318
777,Debit,2020-09-25 09:22:33,1946.755,Cloned zero tolerance task-force,92,314
778,Credit,2020-12-08 08:29:18,1371.828,Integrated client-server migration,11,768
779,Credit,2021-02-13 21:27:24,45.037,Persistent non-volatile intranet,76,780
780,Credit,2020-12-27 02:23:54,959.532,Balanced empowering success,14,405
781,Debit,2020-06-23 01:51:30,3729.396,Pre-emptive client-server project,55,463
782,Debit,2020-10-21 06:32:20,3001.882,Cross-group well-modulated service-desk,64,642
783,Credit,2021-03-20 04:35:00,1589.584,Focused demand-driven instruction set,64,720
784,Debit,2020-12-06 19:23:12,3072.454,Extended intermediate complexity,92,638
785,Credit,2020-07-04 04:09:43,4084.085,Quality-focused 4th generation model,2,311
786,Credit,2020-05-18 12:51:06,3361.771,Horizontal next generation Graphic Interface,11,664
787,Credit,2020-08-22 17:53:28,1299.323,Versatile client-driven analyzer,57,56
788,Credit,2020-09-07 19:47:17,514.197,Polarised background superstructure,1,639
789,Credit,2020-09-06 16:38:44,1393.857,Reduced content-based internet solution,92,373
790,Credit,2020-08-06 04:13:12,856.042,Future-proofed composite ability,1,430
791,Credit,2020-11-06 13:58:58,207.11,Multi-channelled neutral support,39,680
792,Credit,2020-11-16 04:59:08,875.262,Grass-roots 24 hour project,97,627
793,Credit,2021-04-05 15:13:39,3533.149,Extended object-oriented migration,76,773
794,Debit,2021-02-19 11:07:26,169.41,Devolved optimal hub,75,562
795,Debit,2020-11-16 07:48:47,3231.879,Multi-tiered user-facing portal,64,714
796,Debit,2021-05-04 17:53:40,2852.186,Adaptive user-facing system engine,55,577
797,Debit,2021-05-01 07:50:24,3554.193,Down-sized contextually-based adapter,91,583
798,Credit,2021-02-24 05:59:19,853.788,Face to face leading edge architecture,57,684
799,Credit,2020-06-30 19:44:39,1977.287,Intuitive transitional methodology,92,754
800,Debit,2020-06-28 18:17:37,52.836,Total incremental database,19,89
801,Credit,2021-01-22 10:46:14,4635.569,Profound systematic initiative,97,597
802,Debit,2021-03-24 04:03:36,4802.314,Re-contextualized bifurcated knowledge base,93,798
803,Credit,2021-01-11 13:09:10,4591.492,Public-key clear-thinking paradigm,3,643
804,Credit,2020-06-20 22:59:11,4281.692,Automated optimizing contingency,57,91
805,Credit,2020-10-01 18:17:16,2633.012,Horizontal even-keeled productivity,55,63
806,Debit,2021-03-19 23:47:20,3185.36,Ergonomic fresh-thinking infrastructure,57,31
807,Debit,2020-12-18 17:46:03,1409.112,Enhanced full-range standardization,1,316
808,Credit,2021-03-27 12:49:46,2363.091,Function-based logistical productivity,64,512
809,Debit,2020-12-14 08:17:33,1404.748,Monitored bottom-line core,11,754
810,Debit,2020-11-11 06:37:25,980.664,User-friendly needs-based attitude,11,369
811,Debit,2020-06-15 07:22:02,1921.69,Function-based contextually-based hardware,2,455
812,Credit,2020-06-25 12:41:49,4473.473,Pre-emptive modular Graphic Interface,93,92
813,Credit,2021-04-22 14:17:59,26.673,Re-engineered 24 hour encoding,75,713
814,Credit,2020-06-16 07:28:03,3793.297,Cloned full-range structure,46,327
815,Credit,2020-12-21 08:02:02,3367.542,Pre-emptive tertiary productivity,14,91
816,Debit,2020-11-14 10:03:10,1707.544,User-centric system-worthy knowledge base,76,433
817,Debit,2021-01-03 19:51:04,4414.061,Function-based web-enabled functionalities,2,498
818,Credit,2020-12-18 00:23:55,2208.435,Compatible explicit database,46,704
819,Debit,2021-04-24 08:28:56,2148.112,Function-based fault-tolerant hardware,3,711
820,Credit,2021-03-19 17:29:42,176.54,Public-key high-level architecture,39,7
821,Debit,2021-03-20 04:36:27,3230.312,Digitized asymmetric leverage,64,797
822,Debit,2021-02-19 06:52:38,3437.157,Synchronised modular methodology,92,522
823,Credit,2020-08-31 02:04:20,2523.061,Expanded leading edge support,19,529
824,Debit,2020-10-02 08:04:10,2649.722,Profound explicit flexibility,93,719
825,Credit,2020-10-18 13:05:53,692.31,Multi-layered tangible process improvement,76,795
826,Debit,2021-01-13 01:09:31,1466.191,Ameliorated mobile local area network,46,743
827,Debit,2021-03-17 14:18:10,580.083,Programmable homogeneous task-force,76,94
828,Credit,2020-09-11 15:52:40,3189.255,Horizontal local info-mediaries,57,338
829,Debit,2020-07-18 21:56:04,4104.339,Object-based 24 hour encryption,75,710
830,Debit,2020-06-14 00:22:34,3633.974,Up-sized analyzing definition,1,436
831,Credit,2021-02-19 09:25:59,1681.218,Diverse directional extranet,11,514
832,Credit,2021-02-05 00:05:12,2747.555,Object-based human-resource implementation,1,663
833,Credit,2020-12-18 00:35:02,3496.023,Seamless didactic system engine,46,666
834,Debit,2020-12-12 19:06:55,4191.14,Stand-alone secondary success,73,316
835,Credit,2020-11-08 07:13:27,4595.17,Reactive discrete process improvement,3,748
836,Credit,2021-02-11 04:18:54,233.064,Future-proofed 3rd generation workforce,1,760
837,Debit,2021-03-24 08:00:42,2778.188,Quality-focused leading edge utilisation,73,335
838,Credit,2020-09-12 15:03:44,2472.016,Polarised bandwidth-monitored neural-net,11,64
839,Credit,2020-06-10 17:04:00,3738.427,Object-based 3rd generation encoding,92,444
840,Credit,2021-01-25 17:51:40,1050.5,Implemented leading edge leverage,11,437
841,Credit,2020-05-10 21:34:05,1305.252,Fundamental uniform productivity,11,314
842,Credit,2021-01-24 00:20:24,2201.618,Vision-oriented 4th generation neural-net,57,670
843,Debit,2021-02-11 11:28:42,4550.933,Enhanced radical concept,46,795
844,Debit,2020-08-30 09:44:09,991.208,Up-sized upward-trending framework,11,603
845,Credit,2020-05-17 16:33:42,4651.952,Horizontal responsive migration,11,313
846,Credit,2020-08-30 17:04:20,2012.701,Persevering intermediate process improvement,100,403
847,Credit,2021-02-09 01:42:06,2869.049,Automated real-time support,11,718
848,Credit,2021-03-28 06:51:50,4155.877,Advanced non-volatile interface,64,84
849,Credit,2020-10-21 12:28:38,4420.646,Business-focused holistic forecast,1,568
850,Debit,2020-08-18 03:24:47,3512.326,Operative discrete product,19,671
851,Credit,2020-06-13 10:21:38,4382.888,Digitized multi-tasking solution,11,87
852,Credit,2020-05-18 01:47:31,1894.732,Synchronised cohesive adapter,2,680
853,Debit,2021-01-15 00:30:26,4602.727,Horizontal asynchronous archive,100,477
854,Debit,2020-12-11 22:15:44,2829.059,User-friendly high-level installation,1,668
855,Credit,2020-10-03 14:20:54,75.336,Customer-focused zero administration portal,3,696
856,Credit,2020-08-19 15:44:36,1240.055,Upgradable local instruction set,3,747
857,Debit,2021-01-20 13:48:59,3269.124,User-friendly asynchronous solution,97,529
858,Debit,2020-10-29 04:49:57,1834.214,Front-line cohesive workforce,57,409
859,Debit,2020-06-01 05:40:12,2615.222,Ergonomic fresh-thinking groupware,91,58
860,Credit,2020-11-22 12:30:30,2319.266,Universal empowering open system,46,334
861,Credit,2021-02-14 04:01:16,1699.098,Visionary optimal ability,93,750
862,Debit,2020-05-31 04:35:47,1362.407,Fundamental user-facing portal,91,551
863,Credit,2021-03-05 14:18:10,2216.102,Compatible modular circuit,55,83
864,Credit,2020-11-09 02:44:06,3394.875,Profound 3rd generation budgetary management,64,334
865,Credit,2020-08-06 15:46:53,2012.08,Open-architected incremental product,76,489
866,Credit,2020-07-03 08:21:35,2941.11,Integrated well-modulated software,75,83
867,Credit,2020-07-28 10:06:04,3398.693,Devolved secondary flexibility,76,345
868,Debit,2021-03-16 00:17:15,600.2,Synchronised holistic intranet,2,399
869,Debit,2020-12-29 14:56:57,2319.129,Balanced interactive functionalities,11,685
870,Credit,2021-03-25 15:20:09,541.337,Mandatory exuding collaboration,1,369
871,Debit,2020-11-09 22:43:03,999.379,Self-enabling secondary paradigm,64,37
872,Debit,2021-03-20 05:35:49,914.173,Reduced 3rd generation circuit,97,554
873,Credit,2020-06-05 11:53:58,2096.653,Multi-channelled analyzing alliance,14,678
874,Debit,2020-12-17 12:48:18,1296.538,Universal local capability,97,774
875,Credit,2020-11-09 02:04:18,2085.605,Compatible value-added orchestration,11,467
876,Debit,2021-02-10 04:37:08,1163.689,Front-line well-modulated architecture,100,617
877,Debit,2020-12-24 18:28:52,1580.724,Inverse attitude-oriented projection,46,17
878,Debit,2020-11-30 05:03:30,4045.827,Decentralized real-time workforce,2,53
879,Debit,2021-03-31 13:51:24,1082.598,Triple-buffered hybrid hierarchy,76,348
880,Debit,2020-11-11 00:15:52,672.981,Persistent next generation policy,39,376
881,Credit,2020-09-03 02:14:39,486.117,Open-source clear-thinking standardization,75,470
882,Debit,2021-03-29 13:47:07,749.796,Compatible web-enabled knowledge user,92,720
883,Credit,2020-10-19 14:24:46,3310.196,Integrated holistic migration,11,358
884,Credit,2020-11-04 16:10:01,4146.927,Enterprise-wide stable hardware,92,685
885,Credit,2021-02-23 04:51:39,2229.64,Multi-tiered static middleware,14,76
886,Debit,2020-09-15 19:54:27,4525.707,Virtual high-level moderator,100,703
887,Debit,2021-03-04 23:11:46,747.26,Front-line homogeneous solution,2,30
888,Credit,2020-12-06 01:28:40,4062.278,Fundamental hybrid pricing structure,93,522
889,Credit,2020-09-20 08:18:38,1847.75,Fully-configurable discrete interface,97,395
890,Credit,2020-09-06 11:09:34,2608.688,Future-proofed bandwidth-monitored encoding,73,505
891,Credit,2021-03-06 11:18:10,3974.179,Networked 24 hour paradigm,19,411
892,Debit,2021-04-11 14:12:21,4342.525,Future-proofed client-server collaboration,73,578
893,Credit,2020-07-06 13:49:13,4776.92,Implemented exuding definition,97,56
894,Credit,2020-08-25 13:16:43,855.596,Innovative actuating strategy,39,379
895,Debit,2021-04-08 08:27:05,3864.859,Horizontal context-sensitive protocol,76,594
896,Credit,2020-06-17 11:01:33,2556.578,Cloned static forecast,19,651
897,Credit,2020-07-10 12:48:51,4639.127,Customer-focused object-oriented info-mediaries,1,513
898,Debit,2020-07-29 11:32:45,3468.558,Vision-oriented grid-enabled framework,92,92
899,Credit,2020-08-05 01:25:23,2326.455,Integrated national info-mediaries,93,535
900,Credit,2020-11-14 02:05:20,3476.253,Business-focused maximized open architecture,11,402
901,Debit,2021-02-09 22:57:41,4912.278,Programmable context-sensitive application,2,767
902,Credit,2020-07-31 12:53:37,2196.453,Profit-focused tangible capacity,2,564
903,Debit,2020-08-22 19:47:03,3428.521,Profound system-worthy archive,97,468
904,Credit,2020-08-24 15:20:12,754.987,Upgradable hybrid focus group,73,732
905,Credit,2021-02-02 19:04:53,1034.325,Secured zero administration moderator,100,718
906,Debit,2021-05-05 09:01:37,3338.177,Re-contextualized motivating info-mediaries,46,551
907,Debit,2020-09-29 16:01:54,945.399,Reverse-engineered discrete benchmark,14,82
908,Debit,2021-04-24 18:34:11,1992.353,Total web-enabled hardware,11,394
909,Debit,2020-09-11 10:56:24,2775.89,Cross-group 6th generation leverage,14,513
910,Credit,2021-03-16 04:19:25,1135.012,Front-line heuristic data-warehouse,11,563
911,Credit,2020-08-18 16:39:30,2753.407,Enhanced human-resource pricing structure,73,372
912,Credit,2020-06-29 08:45:04,526.37,Distributed actuating pricing structure,97,410
913,Debit,2021-04-25 04:27:16,2302.541,Right-sized homogeneous migration,19,766
914,Debit,2020-09-25 12:40:16,2490.076,Open-source impactful pricing structure,11,767
915,Credit,2020-12-27 04:51:40,503.825,Polarised bifurcated protocol,100,597
916,Credit,2020-05-16 11:30:54,4111.719,Centralized web-enabled attitude,93,305
917,Debit,2020-05-27 17:38:04,2461.945,Public-key secondary firmware,14,451
918,Credit,2020-06-22 11:42:44,1012.817,Face to face content-based hardware,14,701
919,Debit,2021-01-11 21:38:09,410.876,Open-source dynamic access,39,535
920,Credit,2020-05-15 12:32:14,1960.684,Reduced fresh-thinking model,39,782
921,Debit,2021-03-23 21:42:21,305.485,Inverse actuating infrastructure,57,591
922,Debit,2020-06-23 21:51:37,531.495,User-friendly zero tolerance capability,76,646
923,Debit,2020-05-25 06:24:50,3445.607,Implemented methodical support,64,373
924,Debit,2021-01-04 07:04:44,3020.554,Secured next generation hierarchy,73,641
925,Credit,2020-10-26 07:23:09,2666.849,Open-source attitude-oriented groupware,93,630
926,Credit,2020-06-19 10:24:56,2628.803,Extended context-sensitive encryption,55,735
927,Credit,2021-02-20 08:37:05,2757.044,Multi-layered background structure,91,471
928,Credit,2020-05-31 01:43:05,1462.966,Optional optimizing implementation,11,484
929,Credit,2021-02-16 17:30:46,3054.325,Open-architected static project,75,739
930,Debit,2021-02-22 10:46:20,4690.662,Universal multimedia moratorium,3,551
931,Credit,2021-02-08 17:51:25,4239.672,Cross-group full-range implementation,75,348
932,Credit,2020-08-26 13:39:46,4045.157,Implemented heuristic forecast,3,606
933,Debit,2020-06-02 14:19:23,3648.57,Persistent hybrid flexibility,55,410
934,Debit,2020-09-10 23:05:59,2095.07,Multi-tiered zero defect customer loyalty,73,646
935,Credit,2020-11-13 20:48:39,2535.49,Ergonomic 24/7 installation,75,672
936,Credit,2020-09-17 14:33:35,3345.614,Synergistic motivating migration,73,332
937,Credit,2020-11-04 11:45:50,4637.283,Extended 24/7 concept,100,761
938,Credit,2021-02-03 06:41:49,919.131,Organic dynamic project,39,555
939,Debit,2020-12-13 06:00:11,2720.724,Virtual uniform time-frame,92,98
940,Debit,2020-12-14 09:33:08,3451.299,Progressive 4th generation array,1,351
941,Credit,2021-03-30 13:17:02,339.227,Down-sized static moratorium,64,54
942,Debit,2021-04-18 08:19:10,4240.821,Team-oriented object-oriented protocol,55,677
943,Debit,2021-03-15 03:32:17,2062.398,User-centric cohesive Graphic Interface,100,328
944,Credit,2020-10-17 06:38:31,588.297,Synergistic 5th generation collaboration,1,19
945,Debit,2020-06-29 10:02:17,1185.367,Reduced systematic initiative,11,75
946,Debit,2020-10-06 10:58:14,369.207,Decentralized 24 hour circuit,55,616
947,Debit,2020-05-23 03:56:39,1323.467,Pre-emptive coherent interface,64,330
948,Credit,2020-09-21 11:20:53,1624.549,Synergized heuristic website,73,649
949,Debit,2020-07-31 23:00:51,3695.691,Balanced next generation functionalities,19,658
950,Debit,2020-12-24 15:12:17,3775.811,Devolved 5th generation info-mediaries,57,577
951,Credit,2020-10-06 11:00:01,512.528,Assimilated empowering customer loyalty,1,679
952,Debit,2021-02-22 23:55:46,913.53,Universal context-sensitive toolset,100,528
953,Debit,2021-04-17 14:35:15,3872.885,Up-sized uniform hardware,93,677
954,Debit,2020-11-10 05:59:35,2330.204,Right-sized methodical application,92,572
955,Credit,2021-04-09 06:22:24,1919.672,Synergized holistic knowledge user,19,674
956,Credit,2020-05-15 14:11:38,3260.121,Organized foreground encoding,19,503
957,Debit,2020-12-01 01:53:59,302.914,Multi-tiered full-range strategy,73,469
958,Credit,2020-05-25 10:36:03,2467.465,Configurable bi-directional open system,39,457
959,Credit,2021-04-16 22:30:35,4244.906,Organized hybrid productivity,97,441
960,Credit,2020-12-16 11:17:25,4620.007,Reverse-engineered systemic policy,19,422
961,Debit,2021-03-03 01:30:54,4560.421,Virtual radical Graphic Interface,92,750
962,Credit,2021-04-23 03:38:30,117.306,Automated discrete customer loyalty,73,458
963,Credit,2020-11-24 22:45:56,3447.515,Adaptive didactic migration,92,32
964,Credit,2020-08-24 09:45:15,1088.492,Self-enabling full-range data-warehouse,19,605
965,Credit,2020-05-16 20:49:12,2257.249,Exclusive full-range model,3,383
966,Debit,2021-04-23 06:01:59,4393.826,Diverse leading edge initiative,76,548
967,Credit,2020-08-26 04:44:06,331.471,Customizable client-server policy,46,511
968,Debit,2020-10-21 08:45:21,1180.78,Automated local installation,11,66
969,Debit,2020-07-27 05:37:32,1309.647,Centralized homogeneous task-force,73,701
970,Credit,2020-12-03 10:19:51,1615.699,Reverse-engineered coherent software,73,689
971,Debit,2021-02-08 01:16:57,215.641,Optional uniform extranet,55,435
972,Credit,2021-04-28 22:59:41,4735.361,Down-sized fresh-thinking moratorium,46,558
973,Debit,2020-12-14 13:52:23,4877.047,Multi-layered 5th generation knowledge base,100,511
974,Credit,2020-07-24 21:14:42,2644.183,Synergized responsive adapter,55,71
975,Debit,2020-11-10 22:54:57,3637.383,Open-architected mission-critical info-mediaries,19,634
976,Credit,2020-10-06 06:52:58,4478.242,Upgradable clear-thinking framework,11,322
977,Credit,2020-11-13 20:12:57,3747.326,Focused context-sensitive hub,1,677
978,Debit,2021-04-28 00:30:20,4799.26,Proactive client-driven database,91,536
979,Debit,2021-01-03 16:26:40,1948.117,Advanced asymmetric core,11,612
980,Debit,2020-05-10 13:13:12,4163.242,Customer-focused object-oriented database,46,413
981,Debit,2020-09-16 22:51:08,828.077,Reactive leading edge implementation,92,755
982,Credit,2021-04-02 17:14:32,4821.547,Progressive intermediate parallelism,97,435
983,Credit,2020-07-09 01:20:18,905.683,Devolved background portal,93,509
984,Credit,2020-11-25 09:52:36,2146.003,Operative next generation forecast,19,557
985,Credit,2021-02-23 01:53:57,1167.455,Ergonomic client-server emulation,93,401
986,Credit,2020-10-15 03:38:24,4178.487,Re-engineered transitional installation,64,10
987,Credit,2020-12-02 10:17:20,3460.615,Upgradable zero tolerance emulation,73,533
988,Debit,2021-01-28 03:47:35,2007.652,Expanded content-based application,19,799
989,Credit,2020-12-04 06:36:39,3532.084,Devolved maximized forecast,3,789
990,Debit,2020-08-31 20:36:04,3652.133,Versatile asynchronous pricing structure,100,334
991,Debit,2020-08-07 05:53:46,368.208,Enhanced executive collaboration,19,446
992,Credit,2021-01-15 16:22:09,4841.41,Horizontal multi-tasking leverage,14,343
993,Credit,2021-03-01 11:21:02,3682.057,Proactive optimizing Graphic Interface,57,525
994,Credit,2020-11-15 19:04:43,4102.896,Enhanced client-server extranet,1,745
995,Debit,2020-11-01 12:31:58,2329.985,Upgradable demand-driven approach,46,344
996,Credit,2020-12-09 15:14:55,3738.543,Monitored non-volatile frame,91,93
997,Debit,2020-08-24 11:15:25,4643.206,Configurable 24/7 open architecture,57,725
998,Credit,2021-01-10 19:37:49,163.135,Quality-focused bandwidth-monitored challenge,75,632
999,Credit,2020-06-14 16:57:15,2325.664,Persevering value-added ability,73,355
1000,Credit,2020-08-12 14:21:28,3778.693,Self-enabling regional leverage,76,17
